timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-05T09:56:13,codecarbon,3214afe8-55c8-46d9-b267-c3ed8f9eff69,0.0129385999753139,4.690881123020434e-08,3.625493586609317e-06,42.5,0.0,5.224797248840332,1.317523610648803e-07,0,7.198609445473181e-10,1.324722220094276e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:15,codecarbon,b76f3385-db4f-4e45-9552-54b7c1279dfb,0.020598200004315,8.20780979495322e-08,3.984721865616321e-06,42.5,0.0,5.224797248840332,2.311929168879741e-07,0,5.986746815189734e-10,2.31791591569493e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:17,codecarbon,8c0ea8af-f3d9-485e-92ae-d8aa8248a3ef,0.0102652000205125,3.969415927555471e-08,3.866866616942227e-06,42.5,0.0,5.224797248840332,1.1161680577060909e-07,0,4.80971643179312e-10,1.120977774137884e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:19,codecarbon,ed7947b1-ea58-4e27-9402-587c6ad14934,0.0175363000016659,6.996416834874771e-08,3.989676747210137e-06,42.5,0.0,5.224797248840332,1.9559090265425368e-07,0,1.990502611298253e-09,1.9758140526555188e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:23,codecarbon,ef061036-e4a5-4935-b20b-a1af055bb73b,0.0122540999727789,4.6736774916332323e-08,3.8139704278692568e-06,42.5,0.0,5.224797248840332,1.313521527764452e-07,0,6.342323045405856e-10,1.319863850809858e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:25,codecarbon,b663f33f-5143-461d-bef6-ed3bc665877d,0.0120065000082831,4.735882048767865e-08,3.944431804023338e-06,42.5,0.0,5.224797248840332,1.331359724038824e-07,0,6.07092432277286e-10,1.337430648361597e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:28,codecarbon,03726f26-9936-48b5-afbe-6684fd3128de,0.010765100014396,4.1491717789912696e-08,3.854280753028437e-06,42.5,0.0,5.224797248840332,1.1663062525460397e-07,0,5.435240463415314e-10,1.1717414930094548e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:30,codecarbon,f6a51c19-b390-4924-9666-0e61c767b467,0.0181995999882929,6.865182975781654e-08,3.772161465195807e-06,42.5,0.0,5.224797248840332,1.926300691088222e-07,0,1.245243322353303e-09,1.938753124311755e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:56:32,codecarbon,4bc202a2-c724-4556-9973-689bd8d5fa97,0.0113618999894242,4.2614553840857264e-08,3.750653841393002e-06,42.5,0.0,5.224797248840332,1.1986062511116165e-07,0,4.844548256286579e-10,1.203450799367903e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:40,codecarbon,ae027bca-e234-4a05-bfaa-fa4c19a145f5,0.0157786000054329,6.2843332328351e-08,3.98282054850953e-06,42.5,0.0,5.224797248840332,1.728486804293223e-07,0,4.6232199170486565e-09,1.7747190034637093e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:42,codecarbon,391309b2-258a-41bc-91c1-12fd8b898a80,0.0131370000017341,5.329510151688863e-08,4.056870024347531e-06,42.5,0.0,5.224797248840332,1.458706252580871e-07,0,4.636717285999292e-09,1.5050734254408638e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:44,codecarbon,d6d9316e-0c6b-4c14-b0ff-f0b66134a6ea,0.0174422999843955,6.930451743722237e-08,3.973358874645236e-06,42.5,0.0,5.224797248840332,1.930621526399692e-07,0,2.656373995564357e-09,1.9571852663553362e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:47,codecarbon,b009e808-30f0-4234-8e59-b181c3c93945,0.0260202000208664,1.0818982391311177e-07,4.157916688816794e-06,42.5,0.0,5.224797248840332,2.973571527642586e-07,0,8.174920991433284e-09,3.055320737556919e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:49,codecarbon,e72c36be-10ba-4066-9bc8-a0ef2577e424,0.0129828999924939,5.3075481573761366e-08,4.088106786961853e-06,42.5,0.0,5.224797248840332,1.461834721137873e-07,0,3.703655568726983e-09,1.498871276825143e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
